envio_id;transportadora_id;filial_origem_id;data_coleta;data_prometida;data_entrega;uf_origem;uf_destino;regiao_destino;distancia_km;peso_kg;valor_declarado;valor_frete;modal;categoria_produto;status;motivo
13575;5;9;2024-12-11 08:40:00;2024-12-16;2024-12-16 08:40:00;CE;SP;Sudeste;1508;0.68;56.14;28.24;Rodoviário;Vestuário;Entregue;
13576;4;10;2024-05-20 17:16:00;2024-05-24;2024-05-24 17:16:00;BA;CE;Nordeste;923;0.55;88.87;23.17;Rodoviário;Beleza;Entregue;
13577;2;12;2024-02-23 20:09:00;2024-02-26;2024-03-02 20:09:00;DF;MT;Centro-Oeste;806;16.32;300.04;75.03;Rodoviário;Autopeças;Entregue;Bloqueio de estrada
13578;6;14;2024-12-25 10:23:00;2025-01-02;2025-01-02 10:23:00;AM;MA;Nordeste;3839;0.37;474.71;48.49;Rodoviário;Vestuário;Entregue;
13579;2;6;2024-11-14 06:45:00;2024-11-18;2024-11-18 06:45:00;RS;DF;Centro-Oeste;961;0.64;50.62;21.22;Rodoviário;Livros;Entregue;
13580;5;14;2024-10-08 06:15:00;2024-10-16;2024-10-18 06:15:00;AM;CE;Nordeste;3349;2.24;131.19;54.74;Rodoviário;Alimentos;Entregue;Endereço difícil acesso
13581;2;1;2024-12-02 06:58:00;2024-12-04;2024-12-06 06:58:00;SP;SP;Sudeste;60;1.24;68.42;14.76;Rodoviário;Alimentos;Entregue;Endereço difícil acesso
13582;5;15;2024-01-04 16:31:00;2024-01-08;2024-01-08 16:31:00;MT;MG;Sudeste;1012;5.32;3494.31;45.68;Rodoviário;Autopeças;Entregue;
13583;5;10;2024-03-21 19:33:00;2024-03-25;2024-03-25 19:33:00;BA;MG;Sudeste;1490;1.33;45.23;25.18;Rodoviário;Livros;Entregue;
13584;4;14;2024-11-22 13:44:00;2024-11-27;2024-11-29 13:44:00;AM;SC;Sul;1971;2.35;51.86;39.53;Rodoviário;Alimentos;Entregue;Falha na roteirização
13585;7;12;2024-08-19 21:19:00;2024-08-22;2024-08-22 21:19:00;DF;SP;Sudeste;677;4.34;145.36;29.74;Rodoviário;Casa e Cozinha;Entregue;
13586;4;10;2024-05-21 13:40:00;2024-05-26;2024-05-30 13:40:00;BA;GO;Centro-Oeste;1818;4.58;822.04;44.11;Rodoviário;Autopeças;Entregue;Bloqueio de estrada
13587;4;11;2024-03-29 10:35:00;2024-03-31;2024-03-31 10:35:00;GO;DF;Centro-Oeste;160;0.59;157.58;15.91;Rodoviário;Beleza;Entregue;
13588;4;4;2024-05-23 21:01:00;2024-05-29;2024-05-29 21:01:00;MG;AM;Norte;2418;3.84;102.56;47.17;Rodoviário;Esportes;Entregue;
13589;1;6;2024-05-17 10:19:00;2024-05-22;2024-05-22 10:19:00;RS;AP;Norte;2011;8.76;343.35;57.73;Rodoviário;Autopeças;Entregue;
13590;6;4;2024-08-31 07:07:00;2024-09-03;2024-09-03 07:07:00;MG;SP;Sudeste;707;2.1;137.89;23.48;Rodoviário;Brinquedos;Entregue;
13591;4;14;2024-01-19 14:54:00;2024-01-24;2024-01-24 14:54:00;AM;PR;Sul;2090;12.21;42.69;78.2;Rodoviário;Ferramentas;Entregue;
13592;3;9;2024-11-11 06:32:00;2024-11-13;2024-11-13 06:32:00;CE;SC;Sul;1930;6.68;355.65;172.66;Aéreo;Ferramentas;Entregue;
13593;3;4;2024-12-09 13:33:00;2024-12-10;2024-12-10 13:33:00;MG;RJ;Sudeste;254;1.1;42.5;50.05;Aéreo;Brinquedos;Entregue;
13594;4;9;2024-10-09 14:04:00;2024-10-14;2024-10-14 14:04:00;CE;RJ;Sudeste;1913;0.12;107.23;27.98;Rodoviário;Vestuário;Entregue;
13595;1;8;2024-11-01 11:00:00;2024-11-06;2024-11-06 11:00:00;PE;ES;Sudeste;1678;0.73;34.98;33.41;Rodoviário;Beleza;Entregue;
13596;1;2;2024-10-14 21:45:00;2024-10-17;2024-10-17 21:45:00;SP;SC;Sul;542;3.92;99.0;31.94;Rodoviário;Casa e Cozinha;Entregue;
13597;5;1;2024-08-27 12:33:00;2024-08-30;2024-08-30 12:33:00;SP;SP;Sudeste;331;7.58;232.66;44.75;Rodoviário;Eletrônicos;Entregue;
13598;2;10;2024-08-26 11:24:00;2024-08-28;2024-08-28 11:24:00;BA;RJ;Sudeste;1176;0.19;88.7;60.08;Aéreo;Livros;Entregue;
13599;5;7;2024-02-10 14:58:00;2024-02-14;2024-02-19 14:58:00;SC;TO;Norte;1421;3.34;65.79;34.98;Rodoviário;Brinquedos;Entregue;Cliente ausente
13600;2;14;2024-01-30 06:58:00;2024-02-05;2024-02-05 06:58:00;AM;SP;Sudeste;2370;1.02;21.17;41.21;Rodoviário;Brinquedos;Entregue;
13601;4;3;2024-09-18 22:41:00;2024-09-21;2024-09-21 22:41:00;RJ;SP;Sudeste;451;7.73;367.22;49.98;Rodoviário;Autopeças;Entregue;
13602;2;2;2024-08-30 22:17:00;2024-09-03;2024-09-03 22:17:00;SP;AL;Nordeste;1234;0.88;108.53;26.18;Rodoviário;Livros;Entregue;
13603;4;13;2024-07-27 11:06:00;2024-08-03;2024-08-05 11:06:00;PA;MA;Nordeste;2729;2.44;411.75;44.86;Rodoviário;Autopeças;Entregue;Volume acima da capacidade
13604;4;10;2024-09-12 16:37:00;2024-09-17;2024-09-22 16:37:00;BA;RO;Norte;1745;3.62;93.23;41.26;Rodoviário;Esportes;Entregue;Cliente ausente
13605;7;7;2024-04-01 13:36:00;2024-04-04;2024-04-06 13:36:00;SC;RS;Sul;414;0.67;20;20.76;Rodoviário;Alimentos;Entregue;Cliente ausente
13606;6;12;2024-10-12 06:47:00;2024-10-17;2024-10-23 06:47:00;DF;BA;Nordeste;1521;13.6;136.23;73.1;Rodoviário;Autopeças;Entregue;Volume acima da capacidade
13607;1;7;2024-12-18 19:23:00;2024-12-22;2024-12-22 19:23:00;SC;BA;Nordeste;1346;0.93;68.56;29.3;Rodoviário;Vestuário;Entregue;
13608;1;12;2024-11-23 09:45:00;2024-11-27;2024-11-27 09:45:00;DF;SC;Sul;958;16.63;233.92;92.14;Rodoviário;Autopeças;Entregue;
13609;4;12;2024-05-17 13:00:00;2024-05-18;2024-05-18 13:00:00;DF;MG;Sudeste;748;9.11;164.68;137.58;Aéreo;Autopeças;Entregue;
13610;2;11;2024-10-29 20:07:00;2024-11-01;2024-11-01 20:07:00;GO;PR;Sul;769;5.75;109.67;41.82;Rodoviário;Ferramentas;Entregue;
13611;4;4;2024-06-20 11:40:00;2024-06-24;2024-06-24 11:40:00;MG;BA;Nordeste;1123;8.76;150.86;52.68;Rodoviário;Autopeças;Entregue;
13612;5;9;2024-02-06 17:41:00;2024-02-11;2024-02-11 17:41:00;CE;MG;Sudeste;1956;0.6;294.77;28.91;Rodoviário;Vestuário;Entregue;
13613;6;15;2024-08-06 14:56:00;2024-08-11;2024-08-11 14:56:00;MT;BA;Nordeste;1838;2.88;49.52;42.02;Rodoviário;Alimentos;Entregue;
13614;1;9;2024-02-16 21:48:00;2024-02-23;2024-02-23 21:48:00;CE;PA;Norte;2762;0.31;98.41;33.32;Rodoviário;Beleza;Entregue;
13615;1;12;2024-11-19 12:23:00;2024-11-25;2024-11-25 12:23:00;DF;PE;Nordeste;2117;0.57;35.7;33.87;Rodoviário;Livros;Entregue;
13616;7;7;2024-06-26 14:31:00;2024-06-29;2024-06-29 14:31:00;SC;PR;Sul;341;2.23;722.25;21.39;Rodoviário;Esportes;Entregue;
13617;4;10;2024-11-26 10:46:00;2024-12-01;2024-12-02 10:46:00;BA;MT;Centro-Oeste;1622;1.99;68.54;33.29;Rodoviário;Vestuário;Entregue;Endereço difícil acesso
13618;2;9;2024-11-22 18:01:00;2024-11-27;2024-11-27 18:01:00;CE;GO;Centro-Oeste;1898;7.3;134.28;52.95;Rodoviário;Eletrônicos;Entregue;
13619;1;14;2024-04-03 14:21:00;2024-04-06;2024-04-06 14:21:00;AM;PA;Norte;807;12.86;318.39;66.63;Rodoviário;Ferramentas;Entregue;
13620;4;1;2024-10-22 10:24:00;2024-10-26;2024-10-26 10:24:00;SP;PA;Norte;1378;0.49;42.88;29.52;Rodoviário;Vestuário;Entregue;
13621;7;3;2024-06-07 16:20:00;2024-06-12;2024-06-12 16:20:00;RJ;PI;Nordeste;1948;4.72;571.22;44.82;Rodoviário;Eletrônicos;Entregue;
13622;2;7;2024-12-31 07:53:00;2025-01-02;2025-01-02 07:53:00;SC;MG;Sudeste;913;7.02;108.21;129.78;Aéreo;Eletrônicos;Entregue;
13623;5;14;2024-11-15 08:55:00;2024-11-21;2024-11-21 08:55:00;AM;MT;Centro-Oeste;2659;2.81;163.1;41.54;Rodoviário;Casa e Cozinha;Entregue;
13624;4;13;2024-10-08 21:24:00;2024-10-10;2024-10-10 21:24:00;PA;GO;Centro-Oeste;1703;1.08;56.28;101.12;Aéreo;Brinquedos;Entregue;
13625;4;5;2024-04-03 13:05:00;2024-04-06;2024-04-06 13:05:00;PR;SP;Sudeste;464;0.36;66.42;18.35;Rodoviário;Livros;Entregue;
13626;6;7;2024-05-03 20:02:00;2024-05-08;2024-05-08 20:02:00;SC;RN;Nordeste;1620;1.37;94.59;29.03;Rodoviário;Beleza;Entregue;
13627;2;12;2024-05-21 09:41:00;2024-05-25;2024-05-25 09:41:00;DF;SC;Sul;1087;10.68;289.61;62.89;Rodoviário;Ferramentas;Entregue;
13628;5;9;2024-09-18 17:40:00;2024-09-24;2024-09-24 17:40:00;CE;MS;Centro-Oeste;2128;1.15;112.49;31.89;Rodoviário;Vestuário;Entregue;
13629;2;14;2024-08-27 08:34:00;2024-09-03;2024-09-03 08:34:00;AM;ES;Sudeste;2766;1.17;88.06;42.96;Rodoviário;Vestuário;Entregue;
13630;4;11;2024-05-03 12:56:00;2024-05-06;2024-05-06 12:56:00;GO;MG;Sudeste;856;0.48;45.55;24.56;Rodoviário;Livros;Entregue;
13631;2;10;2024-04-22 22:29:00;2024-04-28;;BA;AC;Norte;2665;1.16;51.95;34.41;Rodoviário;Alimentos;Extraviado;Perdido em trânsito
13632;2;7;2024-11-20 11:34:00;2024-11-23;2024-11-23 11:34:00;SC;RS;Sul;473;1.81;95.97;20.51;Rodoviário;Brinquedos;Entregue;
13633;4;4;2024-11-16 13:54:00;2024-11-20;2024-11-21 13:54:00;MG;BA;Nordeste;1161;0.35;34.37;26.93;Rodoviário;Livros;Entregue;Volume acima da capacidade
13634;1;14;2024-01-04 16:53:00;2024-01-12;;AM;RN;Nordeste;3626;0.62;46.48;45.49;Rodoviário;Livros;Extraviado;Perdido em trânsito
13635;1;7;2024-04-12 16:28:00;2024-04-15;2024-04-15 16:28:00;SC;SP;Sudeste;512;4.49;252.94;32.97;Rodoviário;Casa e Cozinha;Entregue;
13636;4;3;2024-03-16 14:51:00;2024-03-21;2024-03-21 14:51:00;RJ;PA;Norte;1802;0.96;107.53;30.36;Rodoviário;Brinquedos;Entregue;
13637;4;14;2024-09-17 19:34:00;2024-09-23;2024-09-23 19:34:00;AM;SP;Sudeste;2435;1.06;46.16;39.05;Rodoviário;Brinquedos;Entregue;
13638;1;4;2024-01-19 21:33:00;2024-01-23;2024-01-28 21:33:00;MG;CE;Nordeste;1497;0.72;283.37;28.84;Rodoviário;Brinquedos;Entregue;Cliente ausente
13639;7;4;2024-02-16 10:07:00;2024-02-20;2024-02-20 10:07:00;MG;BA;Nordeste;1210;1.07;154.73;28.44;Rodoviário;Beleza;Entregue;
13640;1;14;2024-11-25 08:34:00;2024-12-02;2024-12-02 08:34:00;AM;MT;Centro-Oeste;2707;4.26;301.15;53.14;Rodoviário;Casa e Cozinha;Entregue;
13641;5;14;2024-11-07 08:47:00;2024-11-14;2024-11-14 08:47:00;AM;TO;Norte;2748;7.35;288.33;69.55;Rodoviário;Ferramentas;Entregue;
13642;2;5;2024-11-22 17:33:00;2024-11-25;2024-11-26 17:33:00;PR;PR;Sul;301;3.58;456.33;28.9;Rodoviário;Eletrônicos;Entregue;Cliente ausente
13643;4;12;2024-05-07 14:22:00;2024-05-10;2024-05-10 14:22:00;DF;SP;Sudeste;639;0.41;36.78;19.43;Rodoviário;Livros;Entregue;
13644;1;15;2024-07-27 08:10:00;2024-08-02;2024-08-02 08:10:00;MT;PA;Norte;2449;6.28;379.58;61.96;Rodoviário;Ferramentas;Entregue;
13645;2;2;2024-12-18 21:37:00;2024-12-23;2024-12-25 21:37:00;SP;PE;Nordeste;1581;2.34;25.3;36.41;Rodoviário;Alimentos;Entregue;Falha na roteirização
13646;1;4;2024-09-23 12:24:00;2024-09-27;2024-09-27 12:24:00;MG;BA;Nordeste;1414;7.03;189.4;54.0;Rodoviário;Casa e Cozinha;Entregue;
13647;4;11;2024-05-22 17:13:00;2024-05-25;2024-05-25 17:13:00;GO;SP;Sudeste;807;8.34;484.06;48.24;Rodoviário;Autopeças;Entregue;
13648;7;1;2024-05-19 09:03:00;2024-05-21;2024-05-21 09:03:00;SP;SP;Sudeste;191;2.83;70.24;20.31;Rodoviário;Esportes;Entregue;
13649;1;12;2024-12-03 20:41:00;2024-12-06;2024-12-06 20:41:00;DF;PR;Sul;656;2.09;293.8;22.71;Rodoviário;Esportes;Entregue;
13650;4;10;2024-01-31 21:29:00;2024-02-05;2024-02-05 21:29:00;BA;PA;Norte;2094;7.39;483.35;53.41;Rodoviário;Ferramentas;Entregue;
13651;1;4;2024-08-11 09:59:00;2024-08-13;2024-08-13 09:59:00;MG;RJ;Sudeste;221;1.4;72.29;21.25;Rodoviário;Alimentos;Entregue;
13652;6;15;2024-07-09 11:23:00;2024-07-13;2024-07-13 11:23:00;MT;PR;Sul;1078;3.07;456.0;29.85;Rodoviário;Brinquedos;Entregue;
13653;4;13;2024-02-06 12:13:00;2024-02-11;2024-02-11 12:13:00;PA;PR;Sul;1681;2.22;125.52;33.05;Rodoviário;Casa e Cozinha;Entregue;
13654;4;7;2024-07-04 07:06:00;2024-07-07;2024-07-07 07:06:00;SC;SP;Sudeste;522;26.69;819.72;98.87;Rodoviário;Autopeças;Entregue;
13655;6;14;2024-06-04 19:25:00;2024-06-11;2024-06-11 19:25:00;AM;GO;Centro-Oeste;2739;0.58;63.25;40.74;Rodoviário;Livros;Entregue;
13656;7;2;2024-06-04 19:15:00;2024-06-09;2024-06-09 19:15:00;SP;MA;Nordeste;1651;1.9;344.46;37.47;Rodoviário;Esportes;Entregue;
13657;1;2;2024-07-31 09:03:00;2024-08-04;2024-08-06 09:03:00;SP;BA;Nordeste;1165;19.89;143.78;98.35;Rodoviário;Autopeças;Devolvido;Endereço inexistente
13658;1;8;2024-06-21 11:46:00;2024-06-26;2024-06-26 11:46:00;PE;DF;Centro-Oeste;1962;19.6;427.27;84.87;Rodoviário;Autopeças;Entregue;
13659;2;11;2024-11-03 18:32:00;2024-11-07;2024-11-12 18:32:00;GO;MG;Sudeste;966;8.02;463.11;44.32;Rodoviário;Eletrônicos;Entregue;Volume acima da capacidade
13660;7;1;2024-04-17 09:44:00;2024-04-19;2024-04-19 09:44:00;SP;CE;Nordeste;1358;0.47;82.23;78.24;Aéreo;Livros;Entregue;
13661;5;2;2024-05-20 10:31:00;2024-05-21;2024-05-21 10:31:00;SP;SP;Sudeste;50;2.96;31.31;80.55;Aéreo;Alimentos;Entregue;
13662;2;13;2024-11-13 09:22:00;2024-11-18;2024-11-18 09:22:00;PA;PR;Sul;1707;10.56;394.12;63.58;Rodoviário;Autopeças;Entregue;
13663;4;8;2024-02-09 22:43:00;2024-02-11;2024-02-11 22:43:00;PE;GO;Centro-Oeste;1687;7.86;424.99;150.69;Aéreo;Casa e Cozinha;Entregue;
13664;1;14;2024-05-26 19:22:00;2024-06-01;2024-06-01 19:22:00;AM;SP;Sudeste;2314;3.81;110.01;42.87;Rodoviário;Brinquedos;Entregue;
13665;7;2;2024-02-25 18:19:00;2024-02-29;2024-02-29 18:19:00;SP;CE;Nordeste;1361;0.78;122.38;22.35;Rodoviário;Vestuário;Entregue;
13666;1;11;2024-12-27 21:32:00;2024-12-30;2024-12-30 21:32:00;GO;PR;Sul;849;0.86;99.05;26.13;Rodoviário;Esportes;Entregue;
13667;5;7;2024-06-25 14:55:00;2024-06-30;2024-07-06 14:55:00;SC;PE;Nordeste;1574;0.32;59.52;30.05;Rodoviário;Livros;Entregue;Cliente ausente
13668;2;15;2024-05-24 20:26:00;2024-05-28;2024-06-02 20:26:00;MT;BA;Nordeste;1443;7.04;214.44;45.64;Rodoviário;Eletrônicos;Entregue;Falta de motorista
13669;4;4;2024-01-15 17:29:00;2024-01-17;2024-01-17 17:29:00;MG;SC;Sul;830;0.48;25.77;58.56;Aéreo;Beleza;Entregue;
13670;1;1;2024-06-01 11:33:00;2024-06-05;2024-06-11 11:33:00;SP;BA;Nordeste;989;0.41;75.41;18.83;Rodoviário;Vestuário;Entregue;Falta de motorista
13671;1;13;2024-02-21 18:06:00;2024-02-27;2024-02-27 18:06:00;PA;CE;Nordeste;2563;10.59;115.57;79.83;Rodoviário;Casa e Cozinha;Entregue;
13672;7;4;2024-07-24 10:10:00;2024-07-27;2024-07-27 10:10:00;MG;DF;Centro-Oeste;672;0.6;191.26;21.11;Rodoviário;Vestuário;Entregue;
13673;1;1;2024-09-26 11:36:00;2024-09-29;2024-09-29 11:36:00;SP;MS;Centro-Oeste;724;17.77;62.9;84.98;Rodoviário;Casa e Cozinha;Entregue;
13674;7;3;2024-09-25 19:33:00;2024-09-27;2024-09-27 19:33:00;RJ;MG;Sudeste;243;5.05;96.13;37.19;Rodoviário;Esportes;Entregue;
13675;5;1;2024-02-08 09:10:00;2024-02-11;2024-02-11 09:10:00;SP;RJ;Sudeste;428;5.65;153.9;30.89;Rodoviário;Esportes;Entregue;
13676;6;8;2024-09-05 10:25:00;2024-09-07;2024-09-07 10:25:00;PE;CE;Nordeste;237;0.46;24.17;16.28;Rodoviário;Beleza;Entregue;
13677;4;15;2024-08-04 14:56:00;2024-08-07;2024-08-07 14:56:00;MT;SP;Sudeste;817;0.44;72.38;22.05;Rodoviário;Livros;Entregue;
13678;4;15;2024-03-06 21:23:00;2024-03-11;2024-03-11 21:23:00;MT;BA;Nordeste;2036;6.95;727.02;49.85;Rodoviário;Autopeças;Entregue;
13679;1;7;2024-03-14 21:30:00;2024-03-17;2024-03-17 21:30:00;SC;SC;Sul;305;8.19;107.99;50.53;Rodoviário;Eletrônicos;Entregue;
13680;7;5;2024-09-02 15:50:00;2024-09-06;2024-09-06 15:50:00;PR;PE;Nordeste;1221;1.48;151.97;31.0;Rodoviário;Brinquedos;Entregue;
13681;4;6;2024-03-19 12:48:00;2024-03-23;2024-03-23 12:48:00;RS;DF;Centro-Oeste;1062;9.42;266.59;62.15;Rodoviário;Casa e Cozinha;Entregue;
13682;4;10;2024-11-11 22:39:00;2024-11-16;2024-11-16 22:39:00;BA;MS;Centro-Oeste;1742;12.45;529.52;78.11;Rodoviário;Eletrônicos;Entregue;
13683;5;9;2024-06-24 14:20:00;2024-06-29;2024-06-29 14:20:00;CE;PR;Sul;1528;1.21;64.28;32.11;Rodoviário;Alimentos;Entregue;
13684;1;9;2024-03-20 22:42:00;2024-03-22;2024-03-22 22:42:00;CE;RN;Nordeste;151;3.1;1163.69;21.38;Rodoviário;Eletrônicos;Entregue;
13685;6;3;2024-03-07 13:31:00;2024-03-10;2024-03-10 13:31:00;RJ;MS;Centro-Oeste;806;2.89;271.19;27.05;Rodoviário;Casa e Cozinha;Entregue;
13686;4;9;2024-10-30 16:36:00;2024-11-04;2024-11-04 16:36:00;CE;MG;Sudeste;1973;7.95;313.66;66.47;Rodoviário;Ferramentas;Entregue;
13687;4;3;2024-12-02 09:43:00;2024-12-07;2024-12-07 09:43:00;RJ;PI;Nordeste;1548;0.51;73.46;25.11;Rodoviário;Vestuário;Entregue;
13688;2;4;2024-04-01 09:28:00;2024-04-04;2024-04-04 09:28:00;MG;RR;Norte;2637;4.15;30.88;134.63;Aéreo;Alimentos;Entregue;
13689;2;2;2024-09-12 18:54:00;2024-09-15;2024-09-18 18:54:00;SP;MS;Centro-Oeste;721;0.4;113.15;20.84;Rodoviário;Beleza;Entregue;Restrição de tráfego
13690;1;12;2024-05-07 20:42:00;2024-05-11;2024-05-11 20:42:00;DF;AL;Nordeste;1360;0.4;101.06;23.57;Rodoviário;Beleza;Entregue;
13691;4;9;2024-03-26 17:06:00;2024-03-28;2024-03-28 17:06:00;CE;MG;Sudeste;2112;0.39;30.58;86.47;Aéreo;Brinquedos;Entregue;
13692;1;8;2024-03-20 12:54:00;2024-03-22;2024-03-22 12:54:00;PE;PB;Nordeste;218;6.25;145.32;36.87;Rodoviário;Esportes;Entregue;
13693;4;3;2024-01-21 14:59:00;2024-01-24;2024-01-24 14:59:00;RJ;SP;Sudeste;582;1.49;128.33;24.01;Rodoviário;Vestuário;Entregue;
13694;1;9;2024-11-17 18:38:00;2024-11-20;2024-11-20 18:38:00;CE;AL;Nordeste;751;10.39;423.76;52.9;Rodoviário;Autopeças;Entregue;
13695;2;3;2024-01-31 16:20:00;2024-02-02;2024-02-02 16:20:00;RJ;RJ;Sudeste;200;8.79;54.3;52.62;Rodoviário;Ferramentas;Entregue;
13696;2;12;2024-09-15 11:47:00;2024-09-20;2024-09-20 11:47:00;DF;BA;Nordeste;1568;0.7;35.31;32.13;Rodoviário;Vestuário;Entregue;
13697;4;2;2024-05-17 19:02:00;2024-05-21;2024-05-21 19:02:00;SP;MA;Nordeste;1387;4.86;169.25;44.97;Rodoviário;Ferramentas;Entregue;
13698;7;9;2024-05-02 08:02:00;2024-05-06;2024-05-06 08:02:00;CE;SP;Sudeste;1313;0.31;142.18;27.7;Rodoviário;Brinquedos;Entregue;
13699;4;13;2024-09-23 08:31:00;2024-09-26;2024-09-27 08:31:00;PA;RO;Norte;319;1.05;120.6;20.69;Rodoviário;Esportes;Entregue;Falta de motorista
13700;2;9;2024-11-27 20:40:00;2024-12-01;2024-12-01 20:40:00;CE;PR;Sul;1450;3.59;56.27;41.32;Rodoviário;Casa e Cozinha;Entregue;
13701;7;7;2024-09-01 19:49:00;2024-09-05;2024-09-05 19:49:00;SC;GO;Centro-Oeste;977;0.3;38.15;18.57;Rodoviário;Beleza;Entregue;
13702;7;14;2024-01-23 17:08:00;2024-01-28;2024-01-30 17:08:00;AM;SP;Sudeste;1833;5.71;198.08;53.82;Rodoviário;Esportes;Entregue;Cliente ausente
13703;4;3;2024-02-20 19:30:00;2024-02-26;2024-02-26 19:30:00;RJ;AM;Norte;2445;0.52;206.63;33.81;Rodoviário;Vestuário;Entregue;
13704;4;6;2024-09-20 12:36:00;2024-09-23;2024-09-23 12:36:00;RS;SP;Sudeste;746;1.64;513.96;21.67;Rodoviário;Esportes;Entregue;
13705;4;10;2024-11-09 12:47:00;2024-11-13;2024-11-13 12:47:00;BA;SP;Sudeste;1021;2.37;62.97;31.55;Rodoviário;Alimentos;Entregue;
13706;7;3;2024-09-20 11:25:00;2024-09-23;2024-09-23 11:25:00;RJ;MS;Centro-Oeste;799;1.22;88.97;27.05;Rodoviário;Alimentos;Entregue;
13707;1;4;2024-06-28 22:03:00;2024-06-30;2024-06-30 22:03:00;MG;RJ;Sudeste;203;2.38;23.65;24.62;Rodoviário;Alimentos;Entregue;
13708;2;2;2024-12-28 17:34:00;2025-01-02;2025-01-05 17:34:00;SP;CE;Nordeste;1641;1.51;104.0;27.72;Rodoviário;Brinquedos;Entregue;Cliente ausente
13709;4;1;2024-07-14 08:24:00;2024-07-17;2024-07-17 08:24:00;SP;SC;Sul;578;2.76;72.41;24.73;Rodoviário;Brinquedos;Entregue;
13710;4;14;2024-12-17 08:01:00;2024-12-24;2024-12-29 08:01:00;AM;BA;Nordeste;3022;9.38;243.75;66.38;Rodoviário;Ferramentas;Entregue;Endereço difícil acesso
13711;5;7;2024-01-13 11:52:00;2024-01-16;2024-01-16 11:52:00;SC;MG;Sudeste;808;6.15;129.36;42.9;Rodoviário;Casa e Cozinha;Entregue;
13712;1;11;2024-01-11 12:53:00;2024-01-13;2024-01-13 12:53:00;GO;GO;Centro-Oeste;102;3.06;55.28;23.59;Rodoviário;Brinquedos;Entregue;
13713;3;4;2024-07-25 19:25:00;2024-07-26;2024-07-26 19:25:00;MG;RJ;Sudeste;291;0.51;117.01;45.77;Aéreo;Vestuário;Entregue;
13714;4;3;2024-08-23 12:47:00;2024-08-28;2024-08-28 12:47:00;RJ;MA;Nordeste;1608;15.26;379.41;83.44;Rodoviário;Autopeças;Entregue;
13715;4;3;2024-11-08 10:32:00;2024-11-11;2024-11-11 10:32:00;RJ;MS;Centro-Oeste;770;0.85;41.71;21.02;Rodoviário;Esportes;Entregue;
13716;4;15;2024-03-25 16:07:00;2024-03-28;2024-03-28 16:07:00;MT;MS;Centro-Oeste;593;1.19;139.25;24.84;Rodoviário;Brinquedos;Entregue;
13717;7;6;2024-08-05 19:07:00;2024-08-06;2024-08-06 19:07:00;RS;RS;Sul;145;2.12;70.26;72.94;Aéreo;Casa e Cozinha;Entregue;
13718;4;3;2024-10-03 07:23:00;2024-10-07;2024-10-07 07:23:00;RJ;CE;Nordeste;1326;0.35;79.01;25.34;Rodoviário;Livros;Entregue;
13719;1;7;2024-11-08 17:15:00;2024-11-11;2024-11-11 17:15:00;SC;SP;Sudeste;579;12.69;248.57;57.68;Rodoviário;Eletrônicos;Entregue;
13720;7;14;2024-11-22 15:03:00;2024-11-28;2024-11-28 15:03:00;AM;BA;Nordeste;2485;5.81;111.29;47.11;Rodoviário;Casa e Cozinha;Entregue;
13721;4;3;2024-02-12 19:04:00;2024-02-15;2024-02-15 19:04:00;RJ;GO;Centro-Oeste;586;1.82;94.32;24.62;Rodoviário;Alimentos;Entregue;
13722;4;6;2024-09-29 15:00:00;2024-10-03;2024-10-04 15:00:00;RS;MG;Sudeste;921;5.31;319.65;32.4;Rodoviário;Eletrônicos;Entregue;Bloqueio de estrada
13723;6;5;2024-03-06 09:23:00;2024-03-09;2024-03-09 09:23:00;PR;SP;Sudeste;472;1.4;114.21;24.47;Rodoviário;Esportes;Entregue;
13724;4;7;2024-11-28 12:26:00;2024-12-03;2024-12-03 12:26:00;SC;PA;Norte;1821;1.33;55.81;28.58;Rodoviário;Livros;Entregue;
13725;5;4;2024-11-29 10:03:00;2024-12-04;2024-12-04 10:03:00;MG;CE;Nordeste;1718;0.44;63.64;27.64;Rodoviário;Vestuário;Entregue;
13726;1;7;2024-11-11 09:49:00;2024-11-14;2024-11-14 09:49:00;SC;SP;Sudeste;579;2.21;59.91;22.07;Rodoviário;Vestuário;Entregue;
13727;7;14;2024-11-04 20:08:00;2024-11-10;2024-11-10 20:08:00;AM;RJ;Sudeste;2365;0.82;44.94;38.85;Rodoviário;Vestuário;Entregue;
13728;6;6;2024-12-27 14:10:00;2024-12-29;2024-12-29 14:10:00;RS;RS;Sul;257;2.53;102.51;24.56;Rodoviário;Casa e Cozinha;Entregue;
13729;4;4;2024-05-28 15:55:00;2024-06-01;2024-06-01 15:55:00;MG;SC;Sul;988;11.94;276.89;63.88;Rodoviário;Autopeças;Entregue;
13730;4;13;2024-09-18 09:17:00;2024-09-21;2024-09-21 09:17:00;PA;RO;Norte;398;6.04;287.2;43.55;Rodoviário;Autopeças;Entregue;
13731;1;13;2024-06-22 13:04:00;2024-06-27;2024-06-27 13:04:00;PA;PR;Sul;1927;9.59;336.49;58.13;Rodoviário;Autopeças;Entregue;
13732;2;1;2024-08-01 07:27:00;2024-08-03;2024-08-03 07:27:00;SP;SP;Sudeste;127;0.72;120.01;16.5;Rodoviário;Livros;Entregue;
13733;1;4;2024-12-25 20:08:00;2024-12-27;2024-12-27 20:08:00;MG;RJ;Sudeste;278;5.81;116.94;39.17;Rodoviário;Casa e Cozinha;Entregue;
